JobID	Cost
15369281	6728.70
15369408	33.38
15371446	120.57
15372190	80.90
15372631	22937.78
15373000	5473.45
15374355	119.10
15374608	47.00
15375701	21527.25
15376591	892.55
15378220	22.20
15379004	31.70
15380598	25.60
15380665	26.55
15380816	78.75
15382418	25.25
15383293	138.85
15383859	42.30
15385600	30.67
15386858	109.00
15387344	37.25
15387949	5.00
15388058	10.90
15388243	40.67
15388616	145.10
15390537	70.50
15393346	560.60
15401954	81.58
15401976	145.37
15401992	106.10
15402455	None
15402786	19.29
15403202	95.76
15405235	160.40
15408738	28.24
15411170	136.25
15412548	112.67
15413192	161.25
15413772	87.80
15414821	6682.70
15415300	27.64
15415611	38.60
15416885	29.69
15416981	68.71
15417523	1285.71
15417805	27018.17
15418234	112.62
15420647	86.52
15420940	80.05
15421166	23.75
15422187	88.33
15422649	7128.45
15425214	31.67
15425684	52.10
15429084	42.19
15431044	34.67
15432165	87.56
15432275	68.17
15433492	21.20
15433565	60.00
15433567	102.55
15433768	137.00
15433979	242.85
15434082	27.20
15434114	334.00
15434173	54.45
15434363	43.75
15434617	186111.00
15436242	420.71
15437460	6448.79
15437995	92.35
15438350	11522.25
15438579	121.29
15439064	6219.00
15439370	30.06
15442333	92.73
15443255	431.91
15443257	493.80
15444823	110.71
15445395	28.43
15445904	78.80
15446555	108.90
15446610	20.93
15456400	1160.00
15458692	1280.40
15459100	25.38
15459492	204.00
15460297	31.81
15460479	24.50
15460513	23.63
15460860	22.18
15461005	27.00
15461180	29.55
15461370	22.56
15461637	1252.89
15462276	99.29
15465232	48.18
15465720	1562.17
15465743	110.80
15467516	28.80
15467987	219.15
15468147	40.21
15468845	75.10
15470283	87.81
15471355	314.50
15471633	850.00
15472704	5.07
15473184	86.00
15473559	428.45
15474254	7.46
15475349	22.74
15475372	1248.75
15475887	16.43
15477241	131.33
15477477	64.55
15478115	51.08
15479262	100.40
15480612	270.25
15481986	256.40
15483891	128.95
15484009	1292.31
15484410	27.43
15484945	61.94
15485173	107.57
15486615	19.45
15486833	143.60
15487201	62.75
15487348	138.62
15487487	28.88
15491987	31.54
15491992	5424.85
15495443	20.43
15498137	22.85
15499644	171.30
15500397	33.24
15501714	24.05
15502415	177.33
15511892	29.67
15513548	480.25
15513805	69.95
15513939	26.91
15513944	67.71
15515814	24.56
15517352	29.29
15518625	140.17
15519500	24.94
15521056	25.00
15521175	115.70
15522853	456.45
15523181	145.92
15523734	148.67
15525801	37.50
15526034	66.10
15526275	101.33
15527451	78.05
15528410	74.00
15528695	163.70
15530595	39.62
15530890	96.15
15533349	950.55
15533700	268.14
15533706	107.71
15536045	479.60
15538670	46.24
15539652	23.40
15539976	20.45
15541123	129.00
15541674	14288.60
15543243	117.57
15547001	88.70
15547379	78.90
15547891	70.40
15548223	376.06
15548616	23.10
15548947	116.70
15550358	26.60
15551748	130.30
15552559	88.70
15552620	302.48
15552708	22.70
15553939	128.60
15554904	114583.25
15555605	23.95
15555630	113.71
15556691	24.00
15556911	33.35
15564464	52.72
15564706	51.20
15565530	44.83
15567652	27.20
15567745	41.05
15568096	22.95
15569347	4.79
15569612	16.67
15573449	43.44
15573714	30.90
15574277	29.83
15574925	80.00
15575543	25.19
15575596	22.50
15576533	26.60
15577998	26.67
15579654	135.50
15580232	16.40
15580413	1895.74
15581260	465.77
15582189	5349.00
15583205	108.25
15584225	338.00
15586295	123.71
15586822	162.65
15587530	38.05
15587889	35.80
15587938	78.33
15589355	24.46
15589549	10411.25
15592096	52.76
15595745	140.33
15596234	88.88
15598528	460.45
15598735	279.48
15600250	131.79
15600680	270.00
15601966	109.75
15602670	20.20
15603424	100.70
15603457	684.67
15606315	99.50
15608600	74.35
15608804	39.76
15612626	27.67
15620410	107.00
15621256	22.00
15622931	74.70
15625088	96.90
15625591	74.91
15625949	129.71
15626657	31.65
15627717	1325.10
15627720	187036.89
15628073	317.80
15628125	59.59
15628849	22.60
15629329	29.55
15630594	None
15633457	36.71
15633788	49.33
15634132	86.85
15635504	54.23
15636071	21.15
15636312	27.55
15637208	7321.95
15639999	82.95
15641595	23.13
15642947	44.52
15643077	31.31
15644923	32.60
15649537	161.30
15650876	99.17
15651834	50.95
15652173	102.50
15652312	138.18
15653237	33.70
15654060	115.64
15655550	27.39
15657595	69.05
15658160	4927.85
15658867	3555.33
15662954	104.13
15663037	30.20
15666628	90.40
15676083	27.78
15676090	91.18
15676606	5.45
15676792	175.10
15677453	78.20
15681336	62.50
15681724	109.10
15684809	27.06
15685815	1018.70
15686021	95.00
15686398	99.25
15686851	128.67
15690159	51.00
15691083	5.53
15691370	28.35
15691540	27.79
15692213	1165.38
15693483	1286.36
15693782	105.00
15694904	349.76
15695788	5054.89
15696642	88.50
15697067	120.00
15697786	175.21
15698521	3.33
15698874	25.20
15701184	110.90
15702457	119.24
15703584	73.32
15704977	46.85
15707238	92.86
15708099	30.00
15708119	137.75
15708172	98.45
15709000	25791.00
15709680	60.00
15711342	6.67
15711889	65.50
15712535	19.35
15713889	4.86
15715855	27.95
15718981	119.31
15719424	21.35
15730592	82.45
15732977	40.90
15733147	1066.70
15733746	21.50
15733834	49.45
15735367	111.00
15735372	56.75
15739426	122.30
15740008	74.71
15740466	5431.85
15741438	145.06
15745173	63.53
15745459	22.70
15750014	330.00
15750037	116.15
15750465	26.71
15750858	166.10
15753128	23.00
15753158	32.15
15755401	161.52
15755523	447.90
15757344	118.50
15758271	182.48
15759375	36.05
15760364	105.05
15760392	54.33
15760511	92.55
15762469	41.50
15762500	32.75
15763626	133.33
15765616	23.33
15766958	99.00
15768109	60.95
15768283	488.15
15768659	21.50
15770038	25.00
15771154	111.14
15771508	1168.67
15772491	326.05
15774342	334.00
15774959	107.90
15775945	115.86
15776280	29.38
15778564	85.73
15787562	21.38
15787743	22.40
15788664	245.33
15789039	326.37
15789246	6.85
15790914	23.75
15791993	81.10
15792060	38.45
15792460	84.47
15793079	12136.00
15797412	31.48
15798860	873.05
15798961	69.12
15799062	23.75
15799890	81.50
15799946	33.85
15800059	50.38
15800274	23.75
15800321	48.35
15800592	12.90
15801565	26.79
15801765	23.09
15801880	1359.38
15802246	25.94
15802439	32.19
15802595	10.11
15804058	162.81
15805119	59.70
15805876	12.38
15806641	65.50
15807760	48.64
15810975	325.10
15812021	106.00
15813822	108.50
15814602	40.25
15814837	113.75
15815036	616.40
15816926	70.00
15817975	369.90
15821128	94.60
15822472	126.86
15822605	109.60
15822755	86.00
15824130	23.33
15828716	100.67
15830513	55.00
15830843	22.86
15831034	17.44
15831056	107.56
15831349	23.40
15840225	77.71
15842633	21.55
15844127	51.11
15844887	93.29
15846131	456.81
15847894	435.69
15850542	120.10
15851580	85.77
15852117	39.76
15853343	110.18
15853487	56.41
15853546	32.44
15853878	10.78
15855242	963.86
15856362	98.50
15857031	275.30
15857777	102.86
15858074	8580.15
15859455	97.30
15859546	114.65
15860363	138.52
15860582	28.81
15863430	282.85
15864328	32.60
15865304	113.25
15873421	94.92
15875429	20.81
15876210	98.05
15877001	30.50
15877052	100.00
15878047	37.81
15879146	95.60
15880735	412.18
15880937	70.00
15883312	7882.80
15891429	117.67
15892533	32.43
15893028	27.33
15894197	48.50
15894354	24.84
15894370	32.60
15896873	1888.62
15898353	59.62
15898414	118.15
15899464	63.52
15906679	81.94
15907757	32.20
15907759	86.62
15908318	1183.33
15909258	166.90
15913801	28.15
15913841	101.05
15914672	25.15
15915817	134.25
15917269	16.58
15917280	441.70
15924232	89.25
15924465	77.50
15926686	59.00
15928497	115.57
15928991	10.25
15937735	144.00
15938779	21.44
15938963	385.84
15940895	73.47
15941867	32.42
15942147	42.75
15943238	101.60
15943606	2064.11
15943636	22.59
15943777	1737.76
15946933	28.50
15947356	89.38
15949103	22.15
15951408	23.35
15951517	315.62
15951878	91.85
15953646	1850.00
15953786	88.00
15954771	1025.00
15955210	229.10
15958062	26.40
15958216	34.76
15959233	95.43
15959320	4092.10
15959925	28.00
15960059	98.45
15960728	36.15
15961869	100.33
15962145	118.70
15962658	27.35
15962780	32.76
15966590	53.65
15966844	6069.40
15969584	75.25
15969894	158.93
15977237	22.25
15979360	133.54
15981080	22262.30
15982494	26.50
15984076	89.86
15984422	104.40
15985413	36.50
15985441	154.85
15990568	25062.75
15990885	98.14
15991589	101.50
15993745	61.24
15996066	76.25
15997408	26.10
15998523	306.05
15998926	316.29
16002767	6691.25
16003586	138.50
16004139	18700.27
16007227	134.29
16007404	27.15
16007436	37.75
16007879	39.85
16011933	13410.08
16013945	7117.00
16014041	9025.17
16015558	41.22
16022489	27.53
16022644	85.05
16022673	235.05
16023582	133.90
16023656	155.15
16024725	73.60
16025146	197.67
16025260	38.85
16026568	106.35
16028289	124.00
16029981	39.92
16030842	119.85
16030918	146.25
16030921	12.80
16031771	214.75
16033979	75.62
16034021	23.75
16036365	86.85
16039020	565.40
16039255	33.10
16045194	140.67
16045262	114.90
16048500	526.21
16051293	28.25
16051888	28.67
16052593	145.24
16053892	27.50
16053920	74.95
16054423	100.76
16055215	25.05
16055249	30.95
16056735	21.62
16056754	26.45
16057660	91.77
16060698	31.45
16060992	105.19
16062443	78.75
16070951	68.75
16072516	56.30
16073358	23.22
16073449	41.95
16073802	597.48
16074588	28.57
16074605	27.80
16077104	11222.79
16077651	25118.43
16078370	2913.89
16079222	33.86
16080653	2309.59
16080671	141.38
16080726	56.86
16081151	132.90
16083596	34.70
16085277	5813.62
16087051	28.00
16087912	18.00
16088008	56.91
16088472	27.00
16089737	113.00
16094165	6.80
16097362	1438.62
16098306	87.10
16103913	161.67
16104251	32.40
16106262	178.70
16113176	28.57
16113643	26.40
16114933	11.00
16121826	1921.40
16123823	28.62
16125445	75.71
16125897	77.23
16126440	90.80
16127099	38.30
16128206	5415.80
16130907	97.70
16132314	32.10
16133053	None
16133093	6982.60
16139875	12.30
16140306	55.71
16143354	119.85
16143959	144.43
16144050	131.25
16145780	103.45
16147915	253.75
16149783	89.10
16151061	106.35
16151936	315.62
16152022	418.55
16154120	22.31
16157063	30.75
16160748	90.60
16160815	120.14
16161434	6.86
16163865	50.11
16164884	19.14
16172704	27.70
16173453	10.05
16173719	104.24
16174848	80.30
16176611	429.07
16176649	35.83
16177781	47.33
16178299	58.57
16180032	37.14
16183021	21.25
16183990	35.76
16186318	1386.55
16187270	22.50
16187282	49.20
16190187	50.00
16190350	6.75
16191763	40.00
16192934	9.30
16193810	36.40
16194740	14.29
16197023	27.00
16198594	88.25
16200792	230.57
16202109	39.45
16203448	1155.56
16204968	42.75
16205113	96.95
16206753	349.60
16209180	111.33
16209195	89.57
16209873	40.10
16212097	95.65
16221912	12.25
16223199	67.67
16223872	66.10
16224572	130.57
16225108	17.76
16225412	25.05
16226855	29.50
16227075	1293.75
16228556	134.48
16228988	10.67
16231397	21.80
16232174	1103.81
16232463	502.75
16232675	37.72
16234467	38.00
16234569	51.00
16235541	25.05
16238644	59.30
16239250	75.57
16241652	39.75
16245611	67.80
16248298	47.33
16249341	1254.00
16249773	49.95
16250187	118.90
16252739	None
16254561	5.43
16256965	114.25
16258103	103.25
16259226	26.24
16261624	1824.46
16262544	496.90
16271962	7.40
16272684	51.14
16272787	4.00
16274756	83.65
16275272	25.60
16275925	40.86
16276253	46.62
16277680	81.05
16279086	93.25
16279893	35.00
16282864	70.71
16283938	92.50
16290338	31.20
16291628	353.85
16293267	1037.37
16295250	135.71
16295560	None
16297764	117.71
16298352	46.14
16298742	39.90
16299114	3505.95
16301179	97.33
16302500	24.90
16302911	9.20
16307656	344.55
16307770	44.33
16308305	29.81
16308420	32.78
16312422	143.00
16321250	96.95
16321519	4.00
16321937	61.33
16322138	6.15
16322466	3.40
16323049	2.00
16324365	197.50
16324603	33.23
16324929	3.67
16325514	41.00
16325932	156.25
16326082	None
16326591	38.00
16327623	27.00
16328499	159.88
16328871	25.30
16329013	28.50
16329503	71.35
16329851	76.80
16330403	115.00
16330595	6.33
16331676	1263.80
16331781	1349.33
16333421	1377.50
16334599	324.90
16339656	26.70
16343706	29.14
16344190	29.67
16345933	31.70
16346209	308.63
16346350	27.26
16346939	315.25
16347859	316.00
16353657	176.75
16354194	14.75
16355835	40.15
16358441	76.20
16367858	319.30
16371012	72.24
16371741	36.90
16372558	106.50
16372937	89.92
16375737	109.25
16377984	1930.45
16378861	96.40
16381357	51.05
16381616	29.71
16381910	42.85
16382009	1888.93
16382025	38.75
16382632	4.71
16383153	68.81
16383656	99.05
16383778	95.00
16383916	2.00
16384204	555.80
16388133	91.65
16389836	35.50
16390099	53.80
16390253	23.05
16391317	49.38
16391604	49.15
16391717	116.00
16392088	62.35
16392877	42.20
16393523	30.81
16393548	130.00
16393826	38.30
16395980	20.30
16398128	1442.35
16398223	304.10
16398519	24.45
16399561	9.48
16401703	33.85
16404450	122.60
16406193	38.32
16406527	34.05
16406600	98.05
16416342	44.38
16416496	34.10
16417522	9.95
16418862	51.57
16419012	39.19
16419248	306.80
16420350	150.50
16421900	111.00
16422456	30.86
16422624	25304.90
16423055	1255.00
16423159	396.15
16423952	106.62
16424182	27.33
16426380	1094.18
16427133	17.40
16428278	27.14
16429271	108.38
16431350	333.45
16431570	65.19
16435421	34.88
16440577	78.37
16441153	37.36
16442312	274.00
16442719	175.48
16445135	12.05
16446138	334.35
16446243	9.29
16447747	108.55
16448999	118.55
16450227	1207.50
16454070	110.45
16454109	83.35
16464958	9.71
16465949	27.50
16466015	71.48
16468111	34.85
16468253	15.05
16468344	135.00
16468458	100.29
16468559	65.10
16470648	591.93
16470776	91.95
16473065	24.83
16473173	26.65
16474622	47.45
16475139	7.55
16476020	326.86
16476119	101.10
16477217	298.73
16477557	4.58
16478609	110.85
16478811	5.57
16479340	113.75
16479539	36.86
16479619	7.44
16479853	107.85
16480045	132.55
16481249	41.81
16481280	246.90
16481592	29.27
16481980	29.00
16482071	49.00
16482565	82.86
16482801	30.50
16483071	32.85
16483539	42.65
16483630	60.70
16485931	142.95
16485974	31.60
16486016	101.10
16486033	40.55
16486883	47.00
16487473	91.90
16489380	27.35
16489399	63.76
16491427	38.30
16491700	143.75
16492501	142.25
16493033	51.83
16494397	61.48
16495442	207.76
16495585	31.71
16495776	83.75
16496304	46.65
16497978	30.38
16499424	4.55
16500748	103.81
16501203	51.00
16502746	57.81
16502775	45.60
16502817	393.77
16503049	53.74
16503343	294.20
16503837	30.50
16510157	129.85
16510202	93.19
16511538	93.90
16511587	44.67
16511600	27.08
16512969	4352.70
16513285	6315.46
16517376	35.48
16518221	41.25
16518669	95.62
16520358	14444.00
16521215	98.20
16523347	103523.27
16524653	372.00
16525673	33.42
16525848	40.29
16526112	14.40
16527088	158.69
16527213	1232.89
16527477	3.73
16528628	175.90
16530128	139.42
16531563	106.25
16531757	19.19
16531952	116.30
16533001	23.22
16533268	40.75
16533957	25.67
16534000	58.80
16534970	85.20
16535168	151.05
16535676	21.71
16540426	21533.11
16540526	21745.71
16540737	24563.00
16540873	20833.00
16541010	118.40
16542443	5.00
16544002	481.90
16546764	51801.08
16547096	55667.70
16547681	58586.92
16547775	132.05
16551753	2006.10
16558658	2085.00
16558690	99.00
16558719	27.79
16559016	1170.90
16559267	116.35
16559369	105.29
16564627	8.60
16565098	150.62
16567883	19.70
16568907	20.79
16570865	4.55
16570923	36.50
16571767	515.45
16571783	8460.30
16571880	8349.50
16572279	14.62
16572584	8368.79
16572635	23575.88
16573349	98.25
16573677	19.86
16573735	22.80
16573922	2512.55
16575572	29.75
16577232	80.80
16578009	1287.50
16578011	1969.15
16579005	7.35
16579096	6325.53
16579488	7747.33
16579608	7000.69
16580250	6848.33
16580428	1185.55
16580757	5655.25
16580765	4816.55
16581105	5247.47
16582033	29.24
16585536	105.80
16586346	6706.55
16586682	58312.00
16586905	22212.93
16587098	31.80
16587767	29721.62
16587920	25.00
16588103	54598.67
16588187	25555.00
16588233	58364.11
16588343	27777.00
16588363	51807.89
16588500	25054.80
16588509	28689.93
16590842	119.94
16592293	48.55
16592987	101.95
16593101	37401.53
16593355	100.00
16593381	48.47
16593520	25132.80
16593736	29791.25
16593850	30666.20
16594164	20832.75
16594477	219.19
16596213	10.71
16596992	1075.50
16598014	260.53
16604354	62.65
16605397	22.60
16605573	148.85
16607928	7.14
16607994	84.68
16610067	1170.00
16611482	421.29
16617451	28.57
16617898	155.00
16619160	119.00
16619872	36.00
16619974	40.50
16620314	33.43
16620496	87.70
16620808	20.14
16621317	29.60
16623752	28.40
16625024	25.24
16625399	41.85
16627301	189.20
16627462	282.35
16627894	25.67
16629169	43.00
16631281	70.00
16632486	5431.55
16633511	402.45
16634078	31.25
16634557	36.35
16636874	33.69
16636910	17.95
16640629	69.62
16641543	42.40
16642121	45.00
16642937	1574073.50
16642956	21.81
16644912	174.85
16651756	126.15
16651848	122.48
16651972	25.00
16654960	5.16
16656311	85.71
16659196	48.05
16660008	21.00
16660683	94.15
16660785	181.50
16662474	46.30
16662782	84.25
16663672	120.50
16663725	80.20
16665188	45.21
16665827	12.50
16666301	77.70
16666325	89.80
16667718	54.60
16667901	38.62
16668025	90.10
16668120	30.15
16668122	24.48
16668348	102.35
16668606	118.48
16670270	1559.10
16671219	13.20
16672352	1218.75
16672984	6.35
16673037	22.00
16673346	105.90
16673435	101.90
16674131	4.62
16675788	61.14
16676173	39.24
16676456	28.67
16676546	1850.00
16677570	355.79
16679039	24.20
16679925	22.19
16682591	41.59
16683325	25.00
16688486	27.25
16689788	82.00
16690437	113.20
16690729	132.95
16690910	128.95
16691108	175.40
16691476	22.00
16691733	57.05
16691788	12.67
16692564	252.80
16693166	34.24
16693335	206.85
16694863	11.86
16702264	67.55
16703239	1217.65
16703358	77.00
