JobID	Cost
18302983	118.67
18306607	35.00
18309886	6.00
18310978	76.67
18319905	36.74
18345186	72.10
18349227	5538.00
18362591	81.00
18385689	133.80
18386874	93.90
18387616	61.81
18401524	44.58
18408659	80.14
18408915	31.50
18432664	6906.90
18442011	28.76
18442232	56.00
18466025	52.38
18467685	63.29
18468743	105.76
18472234	87.92
18479918	37.71
18480994	108.33
18482396	101.50
18493424	7944.19
18498195	44.86
18500733	29.33
18502690	62.43
18504429	102.33
18523239	76.10
18533078	59.48
18547563	32.62
18555665	34.89
18558937	31.38
18589236	34.29
18594183	42.67
18598862	61.00
18599976	58.14
18616446	221.67
18618666	57.00
18625511	23.60
18642988	84.29
18645298	27.71
18648863	94.50
18653327	145.24
18656202	31.36
18668193	98.81
18669616	70.90
18669744	68.81
18672813	72.95
18679213	570.81
18680035	32.86
18700895	32.29
18702253	90.48
18702787	74.20
18704524	68.10
18717674	202.10
18723140	64.74
18745873	340.25
18751687	74.48
18764111	144.86
18770513	52.86
18771696	183.95
18781012	142.00
18792316	52.29
18795084	40.24
18807581	25.83
18819013	85.71
18825643	2265.67
18829043	300.90
18835110	34.13
18844586	58.81
18855882	56.41
18864984	35.57
18873610	42.09
18890181	292.69
18897600	91.67
18940666	85.62
18943179	32.62
18945576	107.54
18955586	91.71
18978664	100.90
18984218	27.50
18987214	91.07
18991390	34.89
18991794	92.38
18993424	37.46
19020915	62.24
19024892	99.87
19028113	555.31
19036463	148.48
19040305	31.14
19041198	50.48
19076693	69.95
19093438	92.90
19094700	123.33
19095333	106.17
19111273	96.05
19111584	75.93
19112575	65.48
19124632	124.33
19152169	144.71
19169213	51.05
19201199	51.43
19201705	107.42
19227165	362.43
19233019	112.90
19244545	88.08
19263401	62.12
19276231	52.38
19308392	24.14
19330011	181.35
19330668	92.67
19331280	78.43
19336261	134.16
19342815	69.95
19347662	3000.00
19361052	69.17
19425492	87.33
19427443	104.00
19460451	45.19
19474070	62.17
19474408	27.78
19486654	28.29
19554377	29.19
19601959	97.52
19617105	26.19
19625114	30.00
19625638	4814.67
19627090	270.00
19627344	103.24
19641275	14.20
19694971	33.67
19701391	272.38
19754065	88.43
19755337	14.56
19773881	39.43
19868107	12462.67
19905673	185.00
19947304	43.20
19968057	415.10
20072826	3.43
20073449	68.10
20085135	97.43
20111667	83.00
20117782	122.19
20124530	72.38
20133315	102.38
20158461	55.70
20164101	135.64
20174338	41.90
20184213	70.10
20221641	65.19
20256855	27.19
20277409	23.24
20299688	None
20327940	21.05
20338418	75.24
20360428	72.09
20372124	296.43
20383790	28.00
20393559	62.32
20401210	30.42
20427268	6683.05
20498668	63.95
20533648	71.67
20605488	93.81
20667337	69.92
20748838	33.75
20759011	90.19
20801959	24.62
20822785	118.62
20847357	73.29
20875681	39.57
